nbRelations; relationArity; nbConstraints; constraintSize; visibleRelations; nbKeyConstraints; initialSchemaSize; finalSchemaSize; time (ms); nbCycles; biggestCycle
200, 8, 30, 1, 0.5, 80, 105, 825, 14274, 5, 6
200, 8, 30, 1, 0.5, 80, 105, 262, 275, 3, 4
200, 8, 30, 1, 0.5, 80, 95, 176, 7, 1, 4
200, 8, 30, 1, 0.5, 80, 100, 172, 7, 1, 4
200, 8, 30, 1, 0.5, 80, 98, 134, 1, 1, 4
200, 8, 30, 1, 0.5, 80, 105, 151, 4, 2, 4
200, 8, 30, 1, 0.5, 80, 96, 235, 35, 3, 4
200, 8, 30, 1, 0.5, 80, 98, 229, 15, 1, 4
200, 8, 30, 1, 0.5, 80, 100, 180, 8, 1, 4
200, 8, 30, 1, 0.5, 80, 98, 203, 10, 2, 4
200, 8, 30, 1, 0.5, 80, 104, 3667, 300154, 5, 6
200, 8, 30, 1, 0.5, 80, 104, 237, 19, 3, 4
200, 8, 30, 1, 0.5, 80, 97, 118, 0, 4, 4
200, 8, 30, 1, 0.5, 80, 102, 3826, 300004, 3, 10
200, 8, 30, 1, 0.5, 80, 95, 356, 445, 2, 4
200, 8, 30, 1, 0.5, 80, 97, 132, 1, 2, 4
200, 8, 30, 1, 0.5, 80, 108, 1158, 8621, 3, 6
200, 8, 30, 1, 0.5, 80, 98, 331, 155, 1, 4
200, 8, 30, 1, 0.5, 80, 98, 211, 14, 1, 4
200, 8, 30, 1, 0.5, 80, 96, 225, 29, 3, 4
200, 8, 30, 1, 0.5, 80, 98, 184, 5, 2, 5
200, 8, 30, 1, 0.5, 80, 98, 507, 707, 2, 4
200, 8, 30, 1, 0.5, 80, 108, 361, 102, 4, 4
200, 8, 30, 1, 0.5, 80, 90, 168, 10, 2, 4
200, 8, 30, 1, 0.5, 80, 112, 232, 59, 3, 4
200, 8, 30, 1, 0.5, 80, 95, 162, 4, 2, 7
200, 8, 30, 1, 0.5, 80, 92, 380, 185, 2, 4
200, 8, 30, 1, 0.5, 80, 100, 733, 1477, 3, 5
200, 8, 30, 1, 0.5, 80, 102, 2871, 91785, 2, 7
200, 8, 30, 1, 0.5, 80, 107, 135, 1, 1, 4
200, 8, 30, 1, 0.5, 80, 95, 1496, 14298, 2, 6
200, 8, 30, 1, 0.5, 80, 91, 115, 0, 1, 4
200, 8, 30, 1, 0.5, 80, 111, 687, 911, 3, 4
200, 8, 30, 1, 0.5, 80, 96, 242, 42, 2, 4
200, 8, 30, 1, 0.5, 80, 106, 564, 1121, 2, 4
200, 8, 30, 1, 0.5, 80, 106, 176, 3, 3, 4
200, 8, 30, 1, 0.5, 80, 105, 3462, 300079, 3, 9
200, 8, 30, 1, 0.5, 80, 93, 188, 7, 2, 4
200, 8, 30, 1, 0.5, 80, 100, 274, 36, 3, 4
200, 8, 30, 1, 0.5, 80, 100, 229, 15, 2, 4
200, 8, 30, 1, 0.5, 80, 111, 3438, 300292, 4, 4
200, 8, 30, 1, 0.5, 80, 88, 3364, 300217, 5, 4
200, 8, 30, 1, 0.5, 80, 108, 530, 766, 5, 4
200, 8, 30, 1, 0.5, 80, 102, 135, 1, 2, 4
200, 8, 30, 1, 0.5, 80, 91, 605, 906, 3, 5
200, 8, 30, 1, 0.5, 80, 96, 130, 2, 5, 4
200, 8, 30, 1, 0.5, 80, 91, 164, 4, 1, 4
200, 8, 30, 1, 0.5, 80, 87, 329, 205, 2, 4
200, 8, 30, 1, 0.5, 80, 109, 2617, 300301, 4, 7
200, 8, 30, 1, 0.5, 80, 104, 334, 250, 4, 4
200, 8, 30, 1, 0.5, 80, 85, 209, 15, 2, 4
200, 8, 30, 1, 0.5, 80, 98, 672, 1430, 4, 5
200, 8, 30, 1, 0.5, 80, 111, 252, 23, 2, 4
200, 8, 30, 1, 0.5, 80, 96, 127, 0, 3, 4
200, 8, 30, 1, 0.5, 80, 111, 302, 43, 1, 4
200, 8, 30, 1, 0.5, 80, 108, 233, 34, 3, 4
200, 8, 30, 1, 0.5, 80, 110, 3644, 300095, 6, 7
200, 8, 30, 1, 0.5, 80, 99, 3275, 300147, 3, 8
200, 8, 30, 1, 0.5, 80, 102, 371, 219, 2, 5
200, 8, 30, 1, 0.5, 80, 95, 174, 4, 2, 4
200, 8, 30, 1, 0.5, 80, 105, 134, 0, 2, 4
